Domain parsed
Problem parsed
Grounding..
Grounding Time: 88
Aibr Preprocessing
|F|:0
|X|:26
|A|:52
|P|:0
|E|:0
H1 Setup Time (msec): 22
Wrong setting for break-ties. Arbitrary tie breaking
Setting horizon to:NaN
JUMP for (move_up agent1):3
JUMP for (move_up agent1):3
JUMP for (move_down_left agent1):4
JUMP for (move_down_right agent1):2
JUMP for (move_up agent1):3
JUMP for (move_up agent1):4
JUMP for (move_down agent1):4
JUMP for (move_down_right agent1):2
JUMP for (move_down agent1):4
JUMP for (move_up agent1):3
JUMP for (move_down agent1):4
JUMP for (move_up agent1):2
JUMP for (move_down agent1):2
JUMP for (move_up agent1):2
JUMP for (move_up agent1):4
JUMP for (move_down agent1):4
JUMP for (move_down_right agent1):2
JUMP for (move_down agent1):2
JUMP for (move_up agent1):2
JUMP for (move_up agent1):2
JUMP for (move_up agent1):2
JUMP for (move_up agent1):2
JUMP for (move_down agent1):2
JUMP for (move_up agent1):2
JUMP for (move_up agent1):2
JUMP for (move_down agent1):2
JUMP for (move_up agent1):2
JUMP for (move_up agent1):2
JUMP for (move_up_left agent1):2
JUMP for (move_down_right agent1):3
JUMP for (move_up agent1):2
JUMP for (move_up agent1):2
JUMP for (move_down agent1):2
JUMP for (move_up agent1):2
JUMP for (move_down_left agent1):3
JUMP for (move_up agent1):4
JUMP for (move_down agent2):4
JUMP for (move_up_left agent2):2
JUMP for (move_down_right agent2):3
JUMP for (move_up agent2):2
JUMP for (move_up_left agent2):2
JUMP for (move_down agent2):4
JUMP for (move_down agent2):2
JUMP for (move_up_left agent2):2
JUMP for (move_up_left agent2):4
JUMP for (move_down_right agent2):2
JUMP for (move_down_right agent2):2
JUMP for (move_down agent2):2
JUMP for (move_up_left agent2):2
JUMP for (move_up_left agent2):2
JUMP for (move_down_right agent2):3
JUMP for (move_down_left agent2):2
JUMP for (move_up_left agent2):3
JUMP for (move_up agent2):2
JUMP for (move_down_right agent2):3
JUMP for (move_down agent2):2
JUMP for (move_down agent2):2
JUMP for (move_up agent2):2
JUMP for (move_down agent2):2
JUMP for (move_down agent2):2
JUMP for (move_up agent2):2
JUMP for (move_up agent2):2
JUMP for (move_up agent2):4
JUMP for (move_down agent2):2
JUMP for (move_up_left agent2):2
JUMP for (move_down agent2):3
JUMP for (move_up_left agent2):3
JUMP for (move_down_right agent2):3
JUMP for (move_down_right agent2):2
JUMP for (move_down agent2):2
JUMP for (move_up agent2):2
JUMP for (move_up_left agent2):4
JUMP for (move_down_right agent2):3
JUMP for (move_up agent2):2
JUMP for (move_up agent2):2
JUMP for (move_up_left agent2):4
JUMP for (move_down agent2):3
JUMP for (move_down_right agent2):2
JUMP for (move_up agent2):2
JUMP for (move_down agent2):2
JUMP for (move_up agent2):2
JUMP for (move_up agent2):2
JUMP for (move_up agent2):2
JUMP for (move_down agent2):2
JUMP for (move_up agent2):2
JUMP for (move_down agent2):2
JUMP for (move_up agent2):2
JUMP for (move_down agent2):2
JUMP for (move_down agent2):2
JUMP for (move_up agent2):2
JUMP for (move_down agent2):2
JUMP for (move_down agent2):2
JUMP for (move_up agent2):2
JUMP for (move_down agent2):2
JUMP for (move_up agent2):2
JUMP for (move_up_left agent2):3
JUMP for (move_up agent2):3
JUMP for (move_down_right agent1):2
JUMP for (move_down_right agent2):2
JUMP for (move_down_right agent1):2
Problem Solved

Found Plan:
0.0: (move_up_right agent1)
1.0: (move_right agent1)
2.0: (move_down_right agent1)
3.0: (move_down_right agent1)
4.0: (move_up_right agent2)
5.0: (move_down_right agent2)
6.0: (move_down_right agent2)
7.0: (move_left agent1)
8.0: (move_left agent1)
9.0: (move_up_left agent1)
10.0: (move_down_right agent1)
11.0: (move_down_right agent1)
12.0: (move_up_left agent2)
13.0: (move_up_right agent2)
14.0: (move_up agent2)
15.0: (move_up agent2)
16.0: (move_up agent2)
17.0: (move_up_left agent2)
18.0: (move_up_right agent2)
19.0: (move_up_left agent2)
20.0: (move_up_left agent2)
21.0: (move_up_left agent2)
22.0: (move_up_left agent2)
23.0: (move_left agent2)
24.0: (move_left agent2)
25.0: (move_left agent2)
26.0: (move_up_left agent2)
27.0: (load agent2 tap1)
28.0: (move_down_left agent2)
29.0: (move_down_left agent2)
30.0: (move_down_left agent2)
31.0: (move_down_left agent2)
32.0: (pour agent2 plant12)
33.0: (move_up agent2)
34.0: (move_up agent2)
35.0: (move_right agent2)
36.0: (move_up_right agent2)
37.0: (move_up_right agent2)
38.0: (move_right agent2)
39.0: (load agent2 tap1)
40.0: (move_down agent2)
41.0: (move_down agent2)
42.0: (move_down_right agent2)
43.0: (move_down_right agent2)
44.0: (pour agent2 plant14)
45.0: (move_up agent2)
46.0: (move_up agent2)
47.0: (move_up_left agent2)
48.0: (move_up_left agent2)
49.0: (load agent2 tap1)
50.0: (move_down agent2)
51.0: (move_down agent2)
52.0: (move_down agent2)
53.0: (move_down_left agent2)
54.0: (move_down_left agent2)
55.0: (move_down_left agent2)
56.0: (move_down_left agent2)
57.0: (move_down_left agent2)
58.0: (move_down agent2)
59.0: (move_down agent2)
60.0: (pour agent2 plant11)
61.0: (move_up agent2)
62.0: (move_up_right agent2)
63.0: (move_up_right agent2)
64.0: (move_up_right agent2)
65.0: (move_up agent2)
66.0: (move_up agent2)
67.0: (move_up agent2)
68.0: (move_up agent2)
69.0: (move_up_right agent2)
70.0: (move_up_right agent2)
71.0: (load agent2 tap1)
72.0: (move_down agent2)
73.0: (move_down agent2)
74.0: (move_down agent2)
75.0: (move_down agent2)
76.0: (move_down_left agent2)
77.0: (move_down_left agent2)
78.0: (move_down_left agent2)
79.0: (move_down agent2)
80.0: (move_down_left agent2)
81.0: (move_down_left agent2)
82.0: (pour agent2 plant11)
83.0: (move_up_right agent2)
84.0: (move_up_right agent2)
85.0: (move_up_right agent2)
86.0: (move_up_right agent2)
87.0: (move_up_right agent2)
88.0: (move_up_left agent2)
89.0: (move_up agent2)
90.0: (move_up agent2)
91.0: (move_up_right agent2)
92.0: (move_up agent2)
93.0: (load agent2 tap1)
94.0: (move_down agent2)
95.0: (move_down agent2)
96.0: (move_down_right agent2)
97.0: (move_down_right agent2)
98.0: (pour agent2 plant14)
99.0: (move_up agent2)
100.0: (move_up agent2)
101.0: (move_up agent2)
102.0: (move_up_left agent2)
103.0: (move_left agent2)
104.0: (load agent2 tap1)
105.0: (move_down agent2)
106.0: (move_down_right agent2)
107.0: (move_down_right agent2)
108.0: (move_down_right agent2)
109.0: (pour agent2 plant10)
110.0: (move_up agent2)
111.0: (move_up_left agent2)
112.0: (move_up_left agent2)
113.0: (move_up_left agent2)
114.0: (load agent2 tap1)
115.0: (move_down agent2)
116.0: (move_down agent2)
117.0: (move_down_right agent2)
118.0: (move_down_right agent2)
119.0: (pour agent2 plant14)
120.0: (move_down_right agent2)
121.0: (move_up_right agent2)
122.0: (move_up agent2)
123.0: (move_up agent2)
124.0: (move_up_left agent2)
125.0: (move_up_left agent2)
126.0: (move_left agent2)
127.0: (move_left agent2)
128.0: (load agent2 tap1)
129.0: (move_down agent2)
130.0: (move_down_right agent2)
131.0: (move_down_right agent2)
132.0: (move_right agent2)
133.0: (move_down_right agent2)
134.0: (pour agent2 plant16)
135.0: (move_up agent2)
136.0: (move_up agent2)
137.0: (move_up_left agent2)
138.0: (move_left agent2)
139.0: (move_up_left agent2)
140.0: (move_left agent2)
141.0: (load agent2 tap1)
142.0: (move_down agent2)
143.0: (move_down_right agent2)
144.0: (move_down_right agent2)
145.0: (move_right agent2)
146.0: (move_down_right agent2)
147.0: (pour agent2 plant16)
148.0: (move_up agent2)
149.0: (move_up agent2)
150.0: (move_up agent2)
151.0: (move_up_left agent2)
152.0: (move_left agent2)
153.0: (move_down agent2)
154.0: (move_down agent2)
155.0: (move_down_left agent2)
156.0: (move_down_left agent2)
157.0: (move_left agent2)
158.0: (move_up agent2)
159.0: (move_up agent2)
160.0: (move_up agent2)
161.0: (move_up_right agent2)
162.0: (load agent2 tap1)
163.0: (move_down_left agent2)
164.0: (move_left agent2)
165.0: (move_down_left agent2)
166.0: (move_left agent2)
167.0: (pour agent2 plant15)
168.0: (move_up_right agent2)
169.0: (move_up_right agent2)
170.0: (move_right agent2)
171.0: (move_right agent2)
172.0: (load agent2 tap1)
173.0: (move_down_right agent2)
174.0: (move_down_right agent2)
175.0: (move_down_right agent2)
176.0: (move_down_right agent2)
177.0: (move_down_right agent2)
178.0: (pour agent2 plant5)
179.0: (move_down_right agent2)
180.0: (move_down_right agent2)
181.0: (move_down agent2)
182.0: (move_down agent2)
183.0: (move_down agent2)
184.0: (move_up_left agent2)
185.0: (move_up_left agent2)
186.0: (move_up_left agent2)
187.0: (move_up_left agent2)
188.0: (move_left agent2)
189.0: (move_down_left agent2)
190.0: (move_left agent2)
191.0: (move_up_left agent2)
192.0: (move_up_left agent2)
193.0: (move_up agent2)
194.0: (move_up agent2)
195.0: (move_up agent2)
196.0: (move_up agent2)
197.0: (move_up agent2)
198.0: (move_up_right agent2)
199.0: (load agent2 tap1)
200.0: (move_down_left agent2)
201.0: (move_down_left agent2)
202.0: (move_left agent2)
203.0: (move_left agent2)
204.0: (pour agent2 plant15)
205.0: (move_up_right agent2)
206.0: (move_up_right agent2)
207.0: (move_right agent2)
208.0: (move_right agent2)
209.0: (load agent2 tap1)
210.0: (move_down_left agent2)
211.0: (move_down_left agent2)
212.0: (move_left agent2)
213.0: (move_left agent2)
214.0: (pour agent2 plant15)
215.0: (move_down_right agent2)
216.0: (move_up_right agent2)
217.0: (move_up_right agent2)
218.0: (move_up_right agent2)
219.0: (load agent2 tap1)
220.0: (move_down_left agent2)
221.0: (move_down_left agent2)
222.0: (move_left agent2)
223.0: (move_left agent2)
224.0: (pour agent2 plant15)
225.0: (move_right agent2)
226.0: (move_up_right agent2)
227.0: (move_up_right agent2)
228.0: (move_right agent2)
229.0: (load agent2 tap1)
230.0: (move_down agent2)
231.0: (move_down_right agent2)
232.0: (move_down_right agent2)
233.0: (move_right agent2)
234.0: (move_up_right agent2)
235.0: (move_down_right agent2)
236.0: (move_down_right agent2)
237.0: (move_down_right agent2)
238.0: (pour agent2 plant17)
239.0: (move_up_left agent2)
240.0: (move_up_left agent2)
241.0: (move_up_left agent2)
242.0: (move_up_left agent2)
243.0: (move_up_left agent2)
244.0: (move_up_left agent2)
245.0: (move_down_left agent2)
246.0: (move_up_left agent2)
247.0: (load agent2 tap1)
248.0: (move_down_right agent2)
249.0: (move_down_right agent2)
250.0: (move_down_right agent2)
251.0: (move_down_right agent2)
252.0: (pour agent2 plant16)
253.0: (move_up agent2)
254.0: (move_up agent2)
255.0: (move_up_left agent2)
256.0: (move_left agent2)
257.0: (move_left agent2)
258.0: (move_up_left agent2)
259.0: (load agent2 tap1)
260.0: (move_down agent2)
261.0: (move_down agent2)
262.0: (move_down_right agent2)
263.0: (move_down_right agent2)
264.0: (pour agent2 plant14)
265.0: (move_up agent2)
266.0: (move_up_left agent2)
267.0: (move_up_left agent2)
268.0: (move_up agent2)
269.0: (load agent2 tap1)
270.0: (move_down_left agent2)
271.0: (move_down_right agent2)
272.0: (move_down_right agent2)
273.0: (move_down_right agent2)
274.0: (move_down_right agent2)
275.0: (move_down agent2)
276.0: (pour agent2 plant3)
277.0: (move_right agent2)
278.0: (move_down_right agent2)
279.0: (move_down_right agent2)
280.0: (move_down_right agent2)
281.0: (move_down_left agent2)
282.0: (move_up_left agent2)
283.0: (move_up_left agent2)
284.0: (move_up_left agent2)
285.0: (move_down agent2)
286.0: (move_down agent2)
287.0: (move_down agent2)
288.0: (move_up_left agent2)
289.0: (move_up_left agent2)
290.0: (move_down agent2)
291.0: (move_down agent2)
292.0: (move_left agent2)
293.0: (move_up agent2)
294.0: (move_up agent2)
295.0: (move_up agent2)
296.0: (move_up agent2)
297.0: (move_up_left agent2)
298.0: (move_up agent2)
299.0: (move_up agent2)
300.0: (move_up agent2)
301.0: (move_up agent2)
302.0: (move_up_right agent2)
303.0: (move_up_left agent2)
304.0: (load agent2 tap1)
305.0: (move_down_left agent2)
306.0: (move_left agent2)
307.0: (move_down_left agent2)
308.0: (move_left agent2)
309.0: (pour agent2 plant15)
310.0: (move_up_right agent2)
311.0: (move_right agent2)
312.0: (move_up_right agent2)
313.0: (move_right agent2)
314.0: (load agent2 tap1)
315.0: (move_down_left agent2)
316.0: (move_left agent2)
317.0: (move_down_left agent2)
318.0: (move_left agent2)
319.0: (pour agent2 plant15)
320.0: (move_right agent2)
321.0: (move_up_right agent2)
322.0: (move_up_right agent2)
323.0: (move_right agent2)
324.0: (load agent2 tap1)
325.0: (move_down agent2)
326.0: (move_down_left agent2)
327.0: (move_down agent2)
328.0: (move_down agent2)
329.0: (move_down agent2)
330.0: (move_down agent2)
331.0: (move_down_left agent2)
332.0: (pour agent2 plant4)
333.0: (move_up agent2)
334.0: (move_up agent2)
335.0: (move_up agent2)
336.0: (move_up agent2)
337.0: (move_up_right agent2)
338.0: (move_up_right agent2)
339.0: (move_up agent2)
340.0: (load agent2 tap1)
341.0: (move_down_left agent2)
342.0: (move_left agent2)
343.0: (move_down_left agent2)
344.0: (move_left agent2)
345.0: (pour agent2 plant15)
346.0: (move_right agent2)
347.0: (move_up_right agent2)
348.0: (move_up_right agent2)
349.0: (move_right agent2)
350.0: (load agent2 tap1)
351.0: (move_down_left agent2)
352.0: (move_down_left agent2)
353.0: (move_left agent2)
354.0: (move_left agent2)
355.0: (pour agent2 plant15)
356.0: (move_down agent2)
357.0: (move_down agent2)
358.0: (move_down agent2)
359.0: (move_down agent2)
360.0: (move_right agent2)
361.0: (move_right agent2)
362.0: (move_up_right agent2)
363.0: (move_up_right agent2)
364.0: (move_up agent2)
365.0: (move_up_right agent2)
366.0: (move_up_left agent2)
367.0: (move_up agent2)
368.0: (load agent2 tap1)
369.0: (move_down_right agent2)
370.0: (move_down_right agent2)
371.0: (move_down_right agent2)
372.0: (move_up_right agent2)
373.0: (move_down_right agent2)
374.0: (move_down_right agent2)
375.0: (move_down_right agent2)
376.0: (pour agent2 plant17)
377.0: (move_up agent2)
378.0: (move_up agent2)
379.0: (move_up_left agent2)
380.0: (move_up_left agent2)
381.0: (move_up_left agent2)
382.0: (move_down_left agent2)
383.0: (move_down_left agent2)
384.0: (move_up_left agent2)
385.0: (move_up_left agent2)
386.0: (load agent2 tap1)
387.0: (move_down_right agent2)
388.0: (move_down_right agent2)
389.0: (move_down_right agent2)
390.0: (move_up_right agent2)
391.0: (move_down_right agent2)
392.0: (move_down_right agent2)
393.0: (move_down_right agent2)
394.0: (pour agent2 plant17)
395.0: (move_up_left agent2)
396.0: (move_left agent2)
397.0: (move_up_left agent2)
398.0: (move_up_left agent2)
399.0: (move_up_left agent2)
400.0: (move_up_left agent2)
401.0: (move_up_left agent2)
402.0: (move_left agent2)
403.0: (load agent2 tap1)
404.0: (move_down agent2)
405.0: (move_down_left agent2)
406.0: (move_down agent2)
407.0: (move_down agent2)
408.0: (move_down_right agent2)
409.0: (move_down_right agent2)
410.0: (move_down_right agent2)
411.0: (pour agent2 plant2)
412.0: (move_down_right agent2)
413.0: (move_down_right agent2)
414.0: (move_down_right agent2)
415.0: (move_right agent2)
416.0: (move_up_right agent2)
417.0: (move_up agent2)
418.0: (move_up_right agent2)
419.0: (move_up_left agent2)
420.0: (move_up_left agent2)
421.0: (move_up_left agent2)
422.0: (move_up_left agent2)
423.0: (move_up_right agent2)
424.0: (move_up_right agent2)
425.0: (move_right agent2)
426.0: (move_down_right agent2)
427.0: (move_down_left agent2)
428.0: (move_up_left agent2)
429.0: (move_up_left agent2)
430.0: (move_left agent2)
431.0: (move_left agent2)
432.0: (move_left agent2)
433.0: (move_left agent2)
434.0: (load agent2 tap1)
435.0: (move_down_right agent2)
436.0: (move_down_right agent2)
437.0: (move_down_right agent2)
438.0: (move_down_right agent2)
439.0: (pour agent2 plant16)
440.0: (move_down agent2)
441.0: (move_down agent2)
442.0: (move_down agent2)
443.0: (move_down agent2)
444.0: (move_down agent2)
445.0: (move_down agent2)
446.0: (move_down agent2)
447.0: (move_up_left agent2)
448.0: (move_up_left agent2)
449.0: (move_left agent2)
450.0: (move_up_left agent2)
451.0: (move_left agent2)
452.0: (move_up_left agent2)
453.0: (move_up_left agent2)
454.0: (move_up agent2)
455.0: (move_up agent2)
456.0: (move_up_right agent2)
457.0: (move_up_right agent2)
458.0: (move_up agent2)
459.0: (move_up_right agent2)
460.0: (load agent2 tap1)
461.0: (move_down_right agent2)
462.0: (move_down_right agent2)
463.0: (move_down_right agent2)
464.0: (move_down_right agent2)
465.0: (pour agent2 plant16)
466.0: (move_down_right agent2)
467.0: (move_down_right agent2)
468.0: (move_down_right agent2)
469.0: (move_up_left agent2)
470.0: (move_down_left agent2)
471.0: (move_down agent2)
472.0: (move_down_left agent2)
473.0: (move_left agent2)
474.0: (move_up_left agent2)
475.0: (move_up_left agent2)
476.0: (move_up_left agent2)
477.0: (move_down agent2)
478.0: (move_down agent2)
479.0: (move_down agent2)
480.0: (move_down agent2)
481.0: (move_left agent2)
482.0: (move_down_left agent2)
483.0: (move_down_left agent2)
484.0: (move_up_left agent1)
485.0: (move_up agent1)
486.0: (move_up agent1)
487.0: (move_up agent1)
488.0: (move_up agent1)
489.0: (move_up agent1)
490.0: (move_down_left agent1)
491.0: (move_down_left agent1)
492.0: (move_down_left agent1)
493.0: (move_up_left agent1)
494.0: (move_up_left agent1)
495.0: (move_up_left agent1)
496.0: (move_up agent1)
497.0: (move_up_left agent1)
498.0: (move_up_left agent1)
499.0: (move_up agent1)
500.0: (move_up agent1)
501.0: (move_up_left agent1)
502.0: (move_up_right agent1)
503.0: (move_right agent1)
504.0: (load agent1 tap1)
505.0: (move_down agent1)
506.0: (move_down_left agent1)
507.0: (move_down_left agent1)
508.0: (move_down_left agent1)
509.0: (move_down agent1)
510.0: (move_down agent1)
511.0: (move_down_right agent1)
512.0: (pour agent1 plant4)
513.0: (move_up agent1)
514.0: (move_up agent1)
515.0: (move_up agent1)
516.0: (move_up agent1)
517.0: (move_up agent1)
518.0: (move_up_right agent1)
519.0: (move_up_right agent1)
520.0: (load agent1 tap1)
521.0: (move_down_right agent1)
522.0: (move_down_right agent1)
523.0: (move_right agent1)
524.0: (move_right agent1)
525.0: (move_down_right agent1)
526.0: (move_down_right agent1)
527.0: (move_down_right agent1)
528.0: (pour agent1 plant17)
529.0: (move_up_left agent1)
530.0: (move_up_left agent1)
531.0: (move_up agent1)
532.0: (move_up agent1)
533.0: (move_up_left agent1)
534.0: (move_up_left agent1)
535.0: (move_left agent1)
536.0: (move_left agent1)
537.0: (move_left agent1)
538.0: (move_left agent1)
539.0: (load agent1 tap1)
540.0: (move_down agent1)
541.0: (move_down_left agent1)
542.0: (move_down_left agent1)
543.0: (move_down_left agent1)
544.0: (pour agent1 plant9)
545.0: (move_up agent1)
546.0: (move_up_right agent1)
547.0: (move_up agent1)
548.0: (move_up_right agent1)
549.0: (move_right agent1)
550.0: (load agent1 tap1)
551.0: (move_down agent1)
552.0: (move_down_left agent1)
553.0: (move_down_left agent1)
554.0: (move_down_left agent1)
555.0: (pour agent1 plant9)
556.0: (move_up agent1)
557.0: (move_up agent1)
558.0: (move_up_right agent1)
559.0: (move_up_right agent1)
560.0: (move_right agent1)
561.0: (load agent1 tap1)
562.0: (move_down agent1)
563.0: (move_down_left agent1)
564.0: (move_down_left agent1)
565.0: (move_down_left agent1)
566.0: (pour agent1 plant9)
567.0: (move_up_right agent1)
568.0: (move_up agent1)
569.0: (move_up_right agent1)
570.0: (move_up_right agent1)
571.0: (load agent1 tap1)
572.0: (move_down agent1)
573.0: (move_down_left agent1)
574.0: (move_down_left agent1)
575.0: (move_down_left agent1)
576.0: (move_down agent1)
577.0: (move_down agent1)
578.0: (move_down_right agent1)
579.0: (pour agent1 plant4)
580.0: (move_up agent1)
581.0: (move_up agent1)
582.0: (move_up agent1)
583.0: (move_up_right agent1)
584.0: (move_up_right agent1)
585.0: (move_up_left agent1)
586.0: (move_up_right agent1)
587.0: (load agent1 tap1)
588.0: (move_down agent1)
589.0: (move_down_left agent1)
590.0: (move_down_left agent1)
591.0: (move_down_left agent1)
592.0: (pour agent1 plant9)
593.0: (move_up agent1)
594.0: (move_up agent1)
595.0: (move_up agent1)
596.0: (move_up_right agent1)
597.0: (move_right agent1)
598.0: (move_right agent1)
599.0: (load agent1 tap1)
600.0: (move_down agent1)
601.0: (move_down_left agent1)
602.0: (move_down_left agent1)
603.0: (move_down_left agent1)
604.0: (move_down agent1)
605.0: (move_down agent1)
606.0: (move_down_right agent1)
607.0: (pour agent1 plant4)
608.0: (move_up agent1)
609.0: (move_up agent1)
610.0: (move_up agent1)
611.0: (move_up agent1)
612.0: (move_up agent1)
613.0: (move_up_right agent1)
614.0: (move_up_right agent1)
615.0: (load agent1 tap1)
616.0: (move_down agent1)
617.0: (move_down_left agent1)
618.0: (move_down_left agent1)
619.0: (move_down_left agent1)
620.0: (pour agent1 plant9)
621.0: (move_up_right agent1)
622.0: (move_up_right agent1)
623.0: (move_up agent1)
624.0: (move_up_right agent1)
625.0: (load agent1 tap1)
626.0: (move_down agent1)
627.0: (move_down_left agent1)
628.0: (move_down_left agent1)
629.0: (move_down_left agent1)
630.0: (pour agent1 plant9)
631.0: (move_up agent1)
632.0: (move_up agent1)
633.0: (move_up_right agent1)
634.0: (move_right agent1)
635.0: (move_up_right agent1)
636.0: (load agent1 tap1)
637.0: (move_down agent1)
638.0: (move_down_left agent1)
639.0: (move_down_left agent1)
640.0: (move_down_left agent1)
641.0: (pour agent1 plant9)
642.0: (move_up_right agent1)
643.0: (move_up agent1)
644.0: (move_up_right agent1)
645.0: (move_up_right agent1)
646.0: (load agent1 tap1)
647.0: (move_down_right agent1)
648.0: (move_down_right agent1)
649.0: (move_down_right agent1)
650.0: (move_down_right agent1)
651.0: (pour agent1 plant16)
652.0: (move_up agent1)
653.0: (move_up agent1)
654.0: (move_up_left agent1)
655.0: (move_up_left agent1)
656.0: (move_left agent1)
657.0: (move_left agent1)
658.0: (load agent1 tap1)
659.0: (move_down agent1)
660.0: (move_down agent1)
661.0: (move_down agent1)
662.0: (move_down_left agent1)
663.0: (move_down agent1)
664.0: (move_down_right agent1)
665.0: (move_down_right agent1)
666.0: (move_down agent1)
667.0: (move_down agent1)
668.0: (move_down agent1)
669.0: (move_down agent1)
670.0: (pour agent1 plant6)
671.0: (move_up agent1)
672.0: (move_up agent1)
673.0: (move_up agent1)
674.0: (move_up agent1)
675.0: (move_up agent1)
676.0: (move_up agent1)
677.0: (move_up_right agent1)
678.0: (move_up agent1)
679.0: (move_up agent1)
680.0: (move_up_left agent1)
681.0: (move_up_left agent1)
682.0: (load agent1 tap1)
683.0: (move_down agent1)
684.0: (move_down agent1)
685.0: (move_left agent1)
686.0: (move_down_left agent1)
687.0: (move_up_left agent1)
688.0: (move_left agent1)
689.0: (pour agent1 plant15)
690.0: (move_up agent1)
691.0: (move_up_right agent1)
692.0: (move_right agent1)
693.0: (move_down_right agent1)
694.0: (move_up_right agent1)
695.0: (load agent1 tap1)
696.0: (move_down_right agent1)
697.0: (move_down_right agent1)
698.0: (move_down_right agent1)
699.0: (move_down_right agent1)
700.0: (pour agent1 plant16)
701.0: (move_down_left agent1)
702.0: (move_up_left agent1)
703.0: (move_left agent1)
704.0: (move_up_left agent1)
705.0: (move_up agent1)
706.0: (move_up agent1)
707.0: (load agent1 tap1)
708.0: (move_down agent1)
709.0: (move_down agent1)
710.0: (move_down agent1)
711.0: (move_down agent1)
712.0: (move_down agent1)
713.0: (move_down_right agent1)
714.0: (move_down_right agent1)
715.0: (pour agent1 plant2)
716.0: (move_up agent1)
717.0: (move_up agent1)
718.0: (move_up_left agent1)
719.0: (move_up agent1)
720.0: (move_up agent1)
721.0: (move_up agent1)
722.0: (move_left agent1)
723.0: (load agent1 tap1)
724.0: (move_down agent1)
725.0: (move_down agent1)
726.0: (move_down agent1)
727.0: (move_down agent1)
728.0: (move_down_left agent1)
729.0: (move_down_right agent1)
730.0: (move_down_right agent1)
731.0: (move_down agent1)
732.0: (move_down agent1)
733.0: (move_down agent1)
734.0: (move_down agent1)
735.0: (pour agent1 plant6)
736.0: (move_up agent1)
737.0: (move_up agent1)
738.0: (move_up agent1)
739.0: (move_up agent1)
740.0: (move_up agent1)
741.0: (move_up agent1)
742.0: (move_up_left agent1)
743.0: (move_up agent1)
744.0: (move_up agent1)
745.0: (move_up agent1)
746.0: (load agent1 tap1)
747.0: (move_down_right agent1)
748.0: (move_down_right agent1)
749.0: (move_down_right agent1)
750.0: (move_down_right agent1)
751.0: (move_up_right agent1)
